prev_position = 50, move = -40, position = 10, zero_count = 0
prev_position = 11, move = -76, position = -65, zero_count = 2253
prev_position = -65, move = 862, position = 97, zero_count = 2261
prev_position = 97, move = -37, position = 60, zero_count = 2261
prev_position = 60, move = -60, position = 0, zero_count = 2262
prev_position = 0, move = 63, position = 63, zero_count = 2262
prev_position = 63, move = 37, position = 0, zero_count = 2263
prev_position = 0, move = 180, position = 80, zero_count = 2264
prev_position = 80, move = 20, position = 0, zero_count = 2265
prev_position = 0, move = -53, position = -53, zero_count = 2265
prev_position = -53, move = 53, position = 0, zero_count = 2266
prev_position = 0, move = -64, position = -64, zero_count = 2266
prev_position = -64, move = -53, position = -17, zero_count = 2267
prev_position = -17, move = 17, position = 0, zero_count = 2268
prev_position = 0, move = 71, position = 71, zero_count = 2268
prev_position = 71, move = 81, position = 52, zero_count = 2269
prev_position = 52, move = 35, position = 87, zero_count = 2269
prev_position = 87, move = 313, position = 0, zero_count = 2273
prev_position = 0, move = 32, position = 32, zero_count = 2273
prev_position = 32, move = 71, position = 3, zero_count = 2274
prev_position = 3, move = -71, position = -68, zero_count = 2275
prev_position = -68, move = 60, position = -8, zero_count = 2275
prev_position = -8, move = -92, position = 0, zero_count = 2276
prev_position = 0, move = -2, position = -2, zero_count = 2276
prev_position = -2, move = -98, position = 0, zero_count = 2277
prev_position = 0, move = -1, position = -1, zero_count = 2277
prev_position = -1, move = 701, position = 0, zero_count = 2284
prev_position = 0, move = 89, position = 89, zero_count = 2284
prev_position = 89, move = -59, position = 30, zero_count = 2284
prev_position = 30, move = 70, position = 0, zero_count = 2285
prev_position = 0, move = -85, position = -85, zero_count = 2285
prev_position = -85, move = 285, position = 0, zero_count = 2287
prev_position = 0, move = -81, position = -81, zero_count = 2287
prev_position = -81, move = -40, position = -21, zero_count = 2288
prev_position = -21, move = -79, position = 0, zero_count = 2289
prev_position = 0, move = 22, position = 22, zero_count = 2289
prev_position = 22, move = 28, position = 50, zero_count = 2289
prev_position = 50, move = -50, position = 0, zero_count = 2290
prev_position = 0, move = 99, position = 99, zero_count = 2290
prev_position = 99, move = -499, position = 0, zero_count = 2294
prev_position = 0, move = 90, position = 90, zero_count = 2294
prev_position = 90, move = 10, position = 0, zero_count = 2295
prev_position = 0, move = 85, position = 85, zero_count = 2295
prev_position = 85, move = -85, position = 0, zero_count = 2296
prev_position = 0, move = -30, position = -30, zero_count = 2296
prev_position = -30, move = 30, position = 0, zero_count = 2297
prev_position = 0, move = -63, position = -63, zero_count = 2297
prev_position = -63, move = 63, position = 0, zero_count = 2298
prev_position = 0, move = 883, position = 83, zero_count = 2306
prev_position = 83, move = 17, position = 0, zero_count = 2307
prev_position = 0, move = -50, position = -50, zero_count = 2307
prev_position = -50, move = -3, position = -53, zero_count = 2307
prev_position = -53, move = 22, position = -31, zero_count = 2307
prev_position = -31, move = 940, position = 9, zero_count = 2317
prev_position = 9, move = 23, position = 32, zero_count = 2317
prev_position = 32, move = -32, position = 0, zero_count = 2318
prev_position = 0, move = -332, position = -32, zero_count = 2321
prev_position = -32, move = -72, position = -4, zero_count = 2322
prev_position = -4, move = 49, position = 45, zero_count = 2323
prev_position = 45, move = -387, position = -42, zero_count = 2327
prev_position = -42, move = -258, position = 0, zero_count = 2330
prev_position = 0, move = 267, position = 67, zero_count = 2332
prev_position = 67, move = -67, position = 0, zero_count = 2333
prev_position = 0, move = -82, position = -82, zero_count = 2333
prev_position = -82, move = -92, position = -74, zero_count = 2334
prev_position = -74, move = -96, position = -70, zero_count = 2335
prev_position = -70, move = -42, position = -12, zero_count = 2336
prev_position = -12, move = -14, position = -26, zero_count = 2336
prev_position = -26, move = 654, position = 28, zero_count = 2343
prev_position = 28, move = -82, position = -54, zero_count = 2344
prev_position = -54, move = -42, position = -96, zero_count = 2344
prev_position = -96, move = -666, position = -62, zero_count = 2351
prev_position = -62, move = -157, position = -19, zero_count = 2353
prev_position = -19, move = 75, position = 56, zero_count = 2354
prev_position = 56, move = 87, position = 43, zero_count = 2355
prev_position = 43, move = -8, position = 35, zero_count = 2355
prev_position = 35, move = 41, position = 76, zero_count = 2355
prev_position = 76, move = 42, position = 18, zero_count = 2356
prev_position = 18, move = -34, position = -16, zero_count = 2357
prev_position = -16, move = 24, position = 8, zero_count = 2358
prev_position = 8, move = 30, position = 38, zero_count = 2358
prev_position = 38, move = -38, position = 0, zero_count = 2359
prev_position = 0, move = 19, position = 19, zero_count = 2359
prev_position = 19, move = -54, position = -35, zero_count = 2360
prev_position = -35, move = -539, position = -74, zero_count = 2365
prev_position = -74, move = 747, position = 73, zero_count = 2372
prev_position = 73, move = -73, position = 0, zero_count = 2373
prev_position = 0, move = 440, position = 40, zero_count = 2377
prev_position = 40, move = -97, position = -57, zero_count = 2378
prev_position = -57, move = -143, position = 0, zero_count = 2380
prev_position = 0, move = 81, position = 81, zero_count = 2380
prev_position = 81, move = 19, position = 0, zero_count = 2381
prev_position = 0, move = 514, position = 14, zero_count = 2386
prev_position = 14, move = -14, position = 0, zero_count = 2387
prev_position = 0, move = -99, position = -99, zero_count = 2387
prev_position = -99, move = 899, position = 0, zero_count = 2395
prev_position = 0, move = 50, position = 50, zero_count = 2395
prev_position = 50, move = -371, position = -21, zero_count = 2399
prev_position = -21, move = -79, position = 0, zero_count = 2400
prev_position = 0, move = 14, position = 14, zero_count = 2400
prev_position = 14, move = -14, position = 0, zero_count = 2401
prev_position = 0, move = -125, position = -25, zero_count = 2402
prev_position = -25, move = -575, position = 0, zero_count = 2408
prev_position = 0, move = -71, position = -71, zero_count = 2408
prev_position = -71, move = 71, position = 0, zero_count = 2409
prev_position = 0, move = 63, position = 63, zero_count = 2409
prev_position = 63, move = -972, position = -9, zero_count = 2419
prev_position = -9, move = -55, position = -64, zero_count = 2419
prev_position = -64, move = 475, position = 11, zero_count = 2424
prev_position = 11, move = 89, position = 0, zero_count = 2425
prev_position = 0, move = -25, position = -25, zero_count = 2425
prev_position = -25, move = 368, position = 43, zero_count = 2429
prev_position = 43, move = 57, position = 0, zero_count = 2430
prev_position = 0, move = -56, position = -56, zero_count = 2430
prev_position = -56, move = -44, position = 0, zero_count = 2431
prev_position = 0, move = -81, position = -81, zero_count = 2431
prev_position = -81, move = 41, position = -40, zero_count = 2431
prev_position = -40, move = 289, position = 49, zero_count = 2434
prev_position = 49, move = -89, position = -40, zero_count = 2435
prev_position = -40, move = 40, position = 0, zero_count = 2436
prev_position = 0, move = -40, position = -40, zero_count = 2436
prev_position = -40, move = 71, position = 31, zero_count = 2437
prev_position = 31, move = -11, position = 20, zero_count = 2437
prev_position = 20, move = 28, position = 48, zero_count = 2437
prev_position = 48, move = 84, position = 32, zero_count = 2438
prev_position = 32, move = -858, position = -26, zero_count = 2447
prev_position = -26, move = 26, position = 0, zero_count = 2448
prev_position = 0, move = -143, position = -43, zero_count = 2449
prev_position = -43, move = 43, position = 0, zero_count = 2450
prev_position = 0, move = -62, position = -62, zero_count = 2450
prev_position = -62, move = -38, position = 0, zero_count = 2451
prev_position = 0, move = -65, position = -65, zero_count = 2451
prev_position = -65, move = -127, position = -92, zero_count = 2452
prev_position = -92, move = 99, position = 7, zero_count = 2453
prev_position = 7, move = -28, position = -21, zero_count = 2454
prev_position = -21, move = 571, position = 50, zero_count = 2460
prev_position = 50, move = 77, position = 27, zero_count = 2461
prev_position = 27, move = -25, position = 2, zero_count = 2461
prev_position = 2, move = 41, position = 43, zero_count = 2461
prev_position = 43, move = 57, position = 0, zero_count = 2462
prev_position = 0, move = -93, position = -93, zero_count = 2462
prev_position = -93, move = -607, position = 0, zero_count = 2469
prev_position = 0, move = 960, position = 60, zero_count = 2478
prev_position = 60, move = -34, position = 26, zero_count = 2478
prev_position = 26, move = 53, position = 79, zero_count = 2478
prev_position = 79, move = 21, position = 0, zero_count = 2479
prev_position = 0, move = -82, position = -82, zero_count = 2479
prev_position = -82, move = -65, position = -47, zero_count = 2480
prev_position = -47, move = -953, position = 0, zero_count = 2490
prev_position = 0, move = 24, position = 24, zero_count = 2490
prev_position = 24, move = 11, position = 35, zero_count = 2490
prev_position = 35, move = 45, position = 80, zero_count = 2490
prev_position = 80, move = 79, position = 59, zero_count = 2491
prev_position = 59, move = -892, position = -33, zero_count = 2500
prev_position = -33, move = 33, position = 0, zero_count = 2501
prev_position = 0, move = 75, position = 75, zero_count = 2501
prev_position = 75, move = 38, position = 13, zero_count = 2502
prev_position = 13, move = 87, position = 0, zero_count = 2503
prev_position = 0, move = -82, position = -82, zero_count = 2503
prev_position = -82, move = 823, position = 41, zero_count = 2511
prev_position = 41, move = -40, position = 1, zero_count = 2511
prev_position = 1, move = 41, position = 42, zero_count = 2511
prev_position = 42, move = -442, position = 0, zero_count = 2515
prev_position = 0, move = 92, position = 92, zero_count = 2515
prev_position = 92, move = 84, position = 76, zero_count = 2516
prev_position = 76, move = 80, position = 56, zero_count = 2517
prev_position = 56, move = 44, position = 0, zero_count = 2518
prev_position = 0, move = 24, position = 24, zero_count = 2518
prev_position = 24, move = 43, position = 67, zero_count = 2518
prev_position = 67, move = -67, position = 0, zero_count = 2519
prev_position = 0, move = -44, position = -44, zero_count = 2519
prev_position = -44, move = 44, position = 0, zero_count = 2520
prev_position = 0, move = 59, position = 59, zero_count = 2520
prev_position = 59, move = -64, position = -5, zero_count = 2521
prev_position = -5, move = 65, position = 60, zero_count = 2522
prev_position = 60, move = -66, position = -6, zero_count = 2523
prev_position = -6, move = -194, position = 0, zero_count = 2525
prev_position = 0, move = -821, position = -21, zero_count = 2533
prev_position = -21, move = 26, position = 5, zero_count = 2534
prev_position = 5, move = 66, position = 71, zero_count = 2534
